FlightNumber,DepartureTime,ArrivalTime,ScheduledDepartureTime,ScheduledArrivalTime,DelayStatus,DepartureAirport,ArrivalAirport
8041,2024-01-06 21:50:00,2024-01-06 23:50:00,2024-01-06 21:40:00,2024-01-06 23:40:00,Delayed,JFK,LAX
3060,2024-01-06 22:00:00,2024-01-07 00:00:00,2024-01-06 21:50:00,2024-01-06 23:50:00,On-Time,ATL,ORD
6287,2024-01-06 22:10:00,2024-01-07 00:10:00,2024-01-06 22:00:00,2024-01-07 00:00:00,Delayed,DFW,LAX
2619,2024-01-06 22:20:00,2024-01-07 00:20:00,2024-01-06 22:10:00,2024-01-07 00:10:00,Delayed,JFK,ATL
9512,2024-01-06 22:30:00,2024-01-07 00:30:00,2024-01-06 22:20:00,2024-01-07 00:20:00,On-Time,JFK,JFK
2342,2024-01-06 22:40:00,2024-01-07 00:40:00,2024-01-06 22:30:00,2024-01-07 00:30:00,On-Time,JFK,ATL
3832,2024-01-06 22:50:00,2024-01-07 00:50:00,2024-01-06 22:40:00,2024-01-07 00:40:00,Delayed,JFK,ATL
3824,2024-01-06 23:00:00,2024-01-07 01:00:00,2024-01-06 22:50:00,2024-01-07 00:50:00,On-Time,ORD,ATL
2994,2024-01-06 23:10:00,2024-01-07 01:10:00,2024-01-06 23:00:00,2024-01-07 01:00:00,On-Time,ORD,JFK
4490,2024-01-06 23:20:00,2024-01-07 01:20:00,2024-01-06 23:10:00,2024-01-07 01:10:00,On-Time,ORD,JFK
8984,2024-01-06 23:30:00,2024-01-07 01:30:00,2024-01-06 23:20:00,2024-01-07 01:20:00,On-Time,DFW,DFW
2604,2024-01-06 23:40:00,2024-01-07 01:40:00,2024-01-06 23:30:00,2024-01-07 01:30:00,On-Time,DFW,LAX
1235,2024-01-06 23:50:00,2024-01-07 01:50:00,2024-01-06 23:40:00,2024-01-07 01:40:00,On-Time,DFW,LAX
2908,2024-01-07 00:00:00,2024-01-07 02:00:00,2024-01-06 23:50:00,2024-01-07 01:50:00,On-Time,LAX,DFW
9567,2024-01-07 00:10:00,2024-01-07 02:10:00,2024-01-07 00:00:00,2024-01-07 02:00:00,On-Time,DFW,DFW
4530,2024-01-07 00:20:00,2024-01-07 02:20:00,2024-01-07 00:10:00,2024-01-07 02:10:00,Delayed,ORD,ATL
6256,2024-01-07 00:30:00,2024-01-07 02:30:00,2024-01-07 00:20:00,2024-01-07 02:20:00,On-Time,ORD,DFW
3635,2024-01-07 00:40:00,2024-01-07 02:40:00,2024-01-07 00:30:00,2024-01-07 02:30:00,Delayed,LAX,ORD
9162,2024-01-07 00:50:00,2024-01-07 02:50:00,2024-01-07 00:40:00,2024-01-07 02:40:00,On-Time,LAX,LAX
3560,2024-01-07 01:00:00,2024-01-07 03:00:00,2024-01-07 00:50:00,2024-01-07 02:50:00,On-Time,DFW,DFW
6415,2024-01-07 01:10:00,2024-01-07 03:10:00,2024-01-07 01:00:00,2024-01-07 03:00:00,On-Time,ATL,ORD
4391,2024-01-07 01:20:00,2024-01-07 03:20:00,2024-01-07 01:10:00,2024-01-07 03:10:00,On-Time,LAX,ORD
6951,2024-01-07 01:30:00,2024-01-07 03:30:00,2024-01-07 01:20:00,2024-01-07 03:20:00,On-Time,JFK,ORD
6468,2024-01-07 01:40:00,2024-01-07 03:40:00,2024-01-07 01:30:00,2024-01-07 03:30:00,On-Time,ORD,ORD
9007,2024-01-07 01:50:00,2024-01-07 03:50:00,2024-01-07 01:40:00,2024-01-07 03:40:00,On-Time,JFK,ATL
7413,2024-01-07 02:00:00,2024-01-07 04:00:00,2024-01-07 01:50:00,2024-01-07 03:50:00,On-Time,ORD,ORD
7941,2024-01-07 02:10:00,2024-01-07 04:10:00,2024-01-07 02:00:00,2024-01-07 04:00:00,On-Time,ORD,ATL
5820,2024-01-07 02:20:00,2024-01-07 04:20:00,2024-01-07 02:10:00,2024-01-07 04:10:00,On-Time,LAX,ATL
3898,2024-01-07 02:30:00,2024-01-07 04:30:00,2024-01-07 02:20:00,2024-01-07 04:20:00,On-Time,LAX,ORD
8546,2024-01-07 02:40:00,2024-01-07 04:40:00,2024-01-07 02:30:00,2024-01-07 04:30:00,Delayed,JFK,LAX
1077,2024-01-07 02:50:00,2024-01-07 04:50:00,2024-01-07 02:40:00,2024-01-07 04:40:00,On-Time,ORD,ORD
8577,2024-01-07 03:00:00,2024-01-07 05:00:00,2024-01-07 02:50:00,2024-01-07 04:50:00,On-Time,JFK,ORD
5227,2024-01-07 03:10:00,2024-01-07 05:10:00,2024-01-07 03:00:00,2024-01-07 05:00:00,Delayed,ATL,ORD
1600,2024-01-07 03:20:00,2024-01-07 05:20:00,2024-01-07 03:10:00,2024-01-07 05:10:00,On-Time,JFK,LAX
2065,2024-01-07 03:30:00,2024-01-07 05:30:00,2024-01-07 03:20:00,2024-01-07 05:20:00,On-Time,DFW,JFK
3136,2024-01-07 03:40:00,2024-01-07 05:40:00,2024-01-07 03:30:00,2024-01-07 05:30:00,Delayed,JFK,JFK
7943,2024-01-07 03:50:00,2024-01-07 05:50:00,2024-01-07 03:40:00,2024-01-07 05:40:00,On-Time,DFW,ATL
8804,2024-01-07 04:00:00,2024-01-07 06:00:00,2024-01-07 03:50:00,2024-01-07 05:50:00,On-Time,DFW,ATL
7565,2024-01-07 04:10:00,2024-01-07 06:10:00,2024-01-07 04:00:00,2024-01-07 06:00:00,On-Time,DFW,LAX
6984,2024-01-07 04:20:00,2024-01-07 06:20:00,2024-01-07 04:10:00,2024-01-07 06:10:00,On-Time,ATL,DFW
6142,2024-01-07 04:30:00,2024-01-07 06:30:00,2024-01-07 04:20:00,2024-01-07 06:20:00,On-Time,JFK,JFK
5670,2024-01-07 04:40:00,2024-01-07 06:40:00,2024-01-07 04:30:00,2024-01-07 06:30:00,On-Time,JFK,ATL
3190,2024-01-07 04:50:00,2024-01-07 06:50:00,2024-01-07 04:40:00,2024-01-07 06:40:00,On-Time,ATL,JFK
3712,2024-01-07 05:00:00,2024-01-07 07:00:00,2024-01-07 04:50:00,2024-01-07 06:50:00,On-Time,ORD,LAX
3192,2024-01-07 05:10:00,2024-01-07 07:10:00,2024-01-07 05:00:00,2024-01-07 07:00:00,Delayed,LAX,LAX
2248,2024-01-07 05:20:00,2024-01-07 07:20:00,2024-01-07 05:10:00,2024-01-07 07:10:00,Delayed,JFK,DFW
5033,2024-01-07 05:30:00,2024-01-07 07:30:00,2024-01-07 05:20:00,2024-01-07 07:20:00,On-Time,LAX,DFW
2997,2024-01-07 05:40:00,2024-01-07 07:40:00,2024-01-07 05:30:00,2024-01-07 07:30:00,On-Time,ATL,LAX
4687,2024-01-07 05:50:00,2024-01-07 07:50:00,2024-01-07 05:40:00,2024-01-07 07:40:00,On-Time,ORD,ATL
5018,2024-01-07 06:00:00,2024-01-07 08:00:00,2024-01-07 05:50:00,2024-01-07 07:50:00,On-Time,ORD,JFK
2970,2024-01-07 06:10:00,2024-01-07 08:10:00,2024-01-07 06:00:00,2024-01-07 08:00:00,On-Time,ORD,ORD
9389,2024-01-07 06:20:00,2024-01-07 08:20:00,2024-01-07 06:10:00,2024-01-07 08:10:00,On-Time,ATL,DFW
6765,2024-01-07 06:30:00,2024-01-07 08:30:00,2024-01-07 06:20:00,2024-01-07 08:20:00,Delayed,DFW,ORD
2202,2024-01-07 06:40:00,2024-01-07 08:40:00,2024-01-07 06:30:00,2024-01-07 08:30:00,On-Time,DFW,ATL
9135,2024-01-07 06:50:00,2024-01-07 08:50:00,2024-01-07 06:40:00,2024-01-07 08:40:00,On-Time,LAX,DFW
6567,2024-01-07 07:00:00,2024-01-07 09:00:00,2024-01-07 06:50:00,2024-01-07 08:50:00,On-Time,DFW,ORD
8667,2024-01-07 07:10:00,2024-01-07 09:10:00,2024-01-07 07:00:00,2024-01-07 09:00:00,On-Time,DFW,ATL
6742,2024-01-07 07:20:00,2024-01-07 09:20:00,2024-01-07 07:10:00,2024-01-07 09:10:00,Delayed,ORD,JFK
6788,2024-01-07 07:30:00,2024-01-07 09:30:00,2024-01-07 07:20:00,2024-01-07 09:20:00,Delayed,ORD,ATL
6408,2024-01-07 07:40:00,2024-01-07 09:40:00,2024-01-07 07:30:00,2024-01-07 09:30:00,Delayed,LAX,DFW
9669,2024-01-07 07:50:00,2024-01-07 09:50:00,2024-01-07 07:40:00,2024-01-07 09:40:00,On-Time,JFK,LAX
1922,2024-01-07 08:00:00,2024-01-07 10:00:00,2024-01-07 07:50:00,2024-01-07 09:50:00,On-Time,LAX,JFK
1419,2024-01-07 08:10:00,2024-01-07 10:10:00,2024-01-07 08:00:00,2024-01-07 10:00:00,On-Time,LAX,ORD
3204,2024-01-07 08:20:00,2024-01-07 10:20:00,2024-01-07 08:10:00,2024-01-07 10:10:00,On-Time,ATL,DFW
2120,2024-01-07 08:30:00,2024-01-07 10:30:00,2024-01-07 08:20:00,2024-01-07 10:20:00,On-Time,ATL,LAX
1950,2024-01-07 08:40:00,2024-01-07 10:40:00,2024-01-07 08:30:00,2024-01-07 10:30:00,Delayed,LAX,ATL
3336,2024-01-07 08:50:00,2024-01-07 10:50:00,2024-01-07 08:40:00,2024-01-07 10:40:00,On-Time,LAX,LAX
6373,2024-01-07 09:00:00,2024-01-07 11:00:00,2024-01-07 08:50:00,2024-01-07 10:50:00,On-Time,LAX,DFW
3243,2024-01-07 09:10:00,2024-01-07 11:10:00,2024-01-07 09:00:00,2024-01-07 11:00:00,On-Time,DFW,DFW
3645,2024-01-07 09:20:00,2024-01-07 11:20:00,2024-01-07 09:10:00,2024-01-07 11:10:00,On-Time,ATL,LAX
5612,2024-01-07 09:30:00,2024-01-07 11:30:00,2024-01-07 09:20:00,2024-01-07 11:20:00,On-Time,LAX,ATL
2865,2024-01-07 09:40:00,2024-01-07 11:40:00,2024-01-07 09:30:00,2024-01-07 11:30:00,Delayed,ORD,LAX
7028,2024-01-07 09:50:00,2024-01-07 11:50:00,2024-01-07 09:40:00,2024-01-07 11:40:00,Delayed,ORD,DFW
8326,2024-01-07 10:00:00,2024-01-07 12:00:00,2024-01-07 09:50:00,2024-01-07 11:50:00,Delayed,DFW,DFW
7371,2024-01-07 10:10:00,2024-01-07 12:10:00,2024-01-07 10:00:00,2024-01-07 12:00:00,On-Time,DFW,ORD
7359,2024-01-07 10:20:00,2024-01-07 12:20:00,2024-01-07 10:10:00,2024-01-07 12:10:00,On-Time,JFK,ORD
8863,2024-01-07 10:30:00,2024-01-07 12:30:00,2024-01-07 10:20:00,2024-01-07 12:20:00,On-Time,JFK,JFK
4228,2024-01-07 10:40:00,2024-01-07 12:40:00,2024-01-07 10:30:00,2024-01-07 12:30:00,On-Time,JFK,DFW
4719,2024-01-07 10:50:00,2024-01-07 12:50:00,2024-01-07 10:40:00,2024-01-07 12:40:00,Delayed,DFW,ORD
3371,2024-01-07 11:00:00,2024-01-07 13:00:00,2024-01-07 10:50:00,2024-01-07 12:50:00,On-Time,DFW,LAX
3891,2024-01-07 11:10:00,2024-01-07 13:10:00,2024-01-07 11:00:00,2024-01-07 13:00:00,On-Time,DFW,ATL
4756,2024-01-07 11:20:00,2024-01-07 13:20:00,2024-01-07 11:10:00,2024-01-07 13:10:00,On-Time,ORD,LAX
5225,2024-01-07 11:30:00,2024-01-07 13:30:00,2024-01-07 11:20:00,2024-01-07 13:20:00,On-Time,DFW,ATL
1094,2024-01-07 11:40:00,2024-01-07 13:40:00,2024-01-07 11:30:00,2024-01-07 13:30:00,Delayed,ORD,ORD
3674,2024-01-07 11:50:00,2024-01-07 13:50:00,2024-01-07 11:40:00,2024-01-07 13:40:00,On-Time,JFK,JFK
7898,2024-01-07 12:00:00,2024-01-07 14:00:00,2024-01-07 11:50:00,2024-01-07 13:50:00,On-Time,JFK,LAX
1793,2024-01-07 12:10:00,2024-01-07 14:10:00,2024-01-07 12:00:00,2024-01-07 14:00:00,On-Time,JFK,LAX
3116,2024-01-07 12:20:00,2024-01-07 14:20:00,2024-01-07 12:10:00,2024-01-07 14:10:00,On-Time,LAX,LAX
6779,2024-01-07 12:30:00,2024-01-07 14:30:00,2024-01-07 12:20:00,2024-01-07 14:20:00,Delayed,LAX,ATL
7166,2024-01-07 12:40:00,2024-01-07 14:40:00,2024-01-07 12:30:00,2024-01-07 14:30:00,Delayed,ATL,ORD
1814,2024-01-07 12:50:00,2024-01-07 14:50:00,2024-01-07 12:40:00,2024-01-07 14:40:00,Delayed,ATL,LAX
1345,2024-01-07 13:00:00,2024-01-07 15:00:00,2024-01-07 12:50:00,2024-01-07 14:50:00,Delayed,ATL,LAX
9554,2024-01-07 13:10:00,2024-01-07 15:10:00,2024-01-07 13:00:00,2024-01-07 15:00:00,On-Time,LAX,JFK
3443,2024-01-07 13:20:00,2024-01-07 15:20:00,2024-01-07 13:10:00,2024-01-07 15:10:00,On-Time,LAX,JFK
8783,2024-01-07 13:30:00,2024-01-07 15:30:00,2024-01-07 13:20:00,2024-01-07 15:20:00,On-Time,ATL,ORD
1984,2024-01-07 13:40:00,2024-01-07 15:40:00,2024-01-07 13:30:00,2024-01-07 15:30:00,On-Time,ATL,ORD
8790,2024-01-07 13:50:00,2024-01-07 15:50:00,2024-01-07 13:40:00,2024-01-07 15:40:00,Delayed,DFW,DFW
1827,2024-01-07 14:00:00,2024-01-07 16:00:00,2024-01-07 13:50:00,2024-01-07 15:50:00,On-Time,ATL,JFK
4531,2024-01-07 14:10:00,2024-01-07 16:10:00,2024-01-07 14:00:00,2024-01-07 16:00:00,Delayed,DFW,DFW
8147,2024-01-07 14:20:00,2024-01-07 16:20:00,2024-01-07 14:10:00,2024-01-07 16:10:00,On-Time,ORD,ATL
5451,2024-01-07 14:30:00,2024-01-07 16:30:00,2024-01-07 14:20:00,2024-01-07 16:20:00,On-Time,LAX,DFW
4876,2024-01-07 14:40:00,2024-01-07 16:40:00,2024-01-07 14:30:00,2024-01-07 16:30:00,On-Time,ATL,LAX
6959,2024-01-07 14:50:00,2024-01-07 16:50:00,2024-01-07 14:40:00,2024-01-07 16:40:00,Delayed,LAX,DFW
1126,2024-01-07 15:00:00,2024-01-07 17:00:00,2024-01-07 14:50:00,2024-01-07 16:50:00,On-Time,LAX,ORD
4177,2024-01-07 15:10:00,2024-01-07 17:10:00,2024-01-07 15:00:00,2024-01-07 17:00:00,On-Time,LAX,ATL
9795,2024-01-07 15:20:00,2024-01-07 17:20:00,2024-01-07 15:10:00,2024-01-07 17:10:00,On-Time,ORD,LAX
7024,2024-01-07 15:30:00,2024-01-07 17:30:00,2024-01-07 15:20:00,2024-01-07 17:20:00,On-Time,JFK,DFW
6109,2024-01-07 15:40:00,2024-01-07 17:40:00,2024-01-07 15:30:00,2024-01-07 17:30:00,On-Time,ATL,ATL
5146,2024-01-07 15:50:00,2024-01-07 17:50:00,2024-01-07 15:40:00,2024-01-07 17:40:00,Delayed,JFK,ATL
8196,2024-01-07 16:00:00,2024-01-07 18:00:00,2024-01-07 15:50:00,2024-01-07 17:50:00,On-Time,JFK,LAX
4368,2024-01-07 16:10:00,2024-01-07 18:10:00,2024-01-07 16:00:00,2024-01-07 18:00:00,On-Time,JFK,DFW
4797,2024-01-07 16:20:00,2024-01-07 18:20:00,2024-01-07 16:10:00,2024-01-07 18:10:00,On-Time,LAX,ATL
2792,2024-01-07 16:30:00,2024-01-07 18:30:00,2024-01-07 16:20:00,2024-01-07 18:20:00,On-Time,DFW,ATL
6732,2024-01-07 16:40:00,2024-01-07 18:40:00,2024-01-07 16:30:00,2024-01-07 18:30:00,Delayed,LAX,JFK
4476,2024-01-07 16:50:00,2024-01-07 18:50:00,2024-01-07 16:40:00,2024-01-07 18:40:00,On-Time,LAX,ATL
4417,2024-01-07 17:00:00,2024-01-07 19:00:00,2024-01-07 16:50:00,2024-01-07 18:50:00,On-Time,JFK,JFK
2645,2024-01-07 17:10:00,2024-01-07 19:10:00,2024-01-07 17:00:00,2024-01-07 19:00:00,On-Time,LAX,DFW
4030,2024-01-07 17:20:00,2024-01-07 19:20:00,2024-01-07 17:10:00,2024-01-07 19:10:00,Delayed,JFK,DFW
3872,2024-01-07 17:30:00,2024-01-07 19:30:00,2024-01-07 17:20:00,2024-01-07 19:20:00,Delayed,DFW,DFW
4072,2024-01-07 17:40:00,2024-01-07 19:40:00,2024-01-07 17:30:00,2024-01-07 19:30:00,On-Time,ATL,ORD
2854,2024-01-07 17:50:00,2024-01-07 19:50:00,2024-01-07 17:40:00,2024-01-07 19:40:00,On-Time,JFK,DFW
5021,2024-01-07 18:00:00,2024-01-07 20:00:00,2024-01-07 17:50:00,2024-01-07 19:50:00,On-Time,DFW,ATL
5662,2024-01-07 18:10:00,2024-01-07 20:10:00,2024-01-07 18:00:00,2024-01-07 20:00:00,Delayed,ATL,LAX
7514,2024-01-07 18:20:00,2024-01-07 20:20:00,2024-01-07 18:10:00,2024-01-07 20:10:00,On-Time,ORD,JFK
6031,2024-01-07 18:30:00,2024-01-07 20:30:00,2024-01-07 18:20:00,2024-01-07 20:20:00,On-Time,JFK,ORD
3708,2024-01-07 18:40:00,2024-01-07 20:40:00,2024-01-07 18:30:00,2024-01-07 20:30:00,On-Time,JFK,DFW
8112,2024-01-07 18:50:00,2024-01-07 20:50:00,2024-01-07 18:40:00,2024-01-07 20:40:00,On-Time,ORD,DFW
9393,2024-01-07 19:00:00,2024-01-07 21:00:00,2024-01-07 18:50:00,2024-01-07 20:50:00,On-Time,ORD,LAX
4507,2024-01-07 19:10:00,2024-01-07 21:10:00,2024-01-07 19:00:00,2024-01-07 21:00:00,Delayed,JFK,LAX
7456,2024-01-07 19:20:00,2024-01-07 21:20:00,2024-01-07 19:10:00,2024-01-07 21:10:00,On-Time,ORD,ORD
5212,2024-01-07 19:30:00,2024-01-07 21:30:00,2024-01-07 19:20:00,2024-01-07 21:20:00,On-Time,LAX,JFK
8970,2024-01-07 19:40:00,2024-01-07 21:40:00,2024-01-07 19:30:00,2024-01-07 21:30:00,On-Time,ATL,DFW
9766,2024-01-07 19:50:00,2024-01-07 21:50:00,2024-01-07 19:40:00,2024-01-07 21:40:00,Delayed,ATL,ORD
1536,2024-01-07 20:00:00,2024-01-07 22:00:00,2024-01-07 19:50:00,2024-01-07 21:50:00,On-Time,ATL,ATL
2625,2024-01-07 20:10:00,2024-01-07 22:10:00,2024-01-07 20:00:00,2024-01-07 22:00:00,Delayed,LAX,ATL
8973,2024-01-07 20:20:00,2024-01-07 22:20:00,2024-01-07 20:10:00,2024-01-07 22:10:00,On-Time,ORD,ORD
9577,2024-01-07 20:30:00,2024-01-07 22:30:00,2024-01-07 20:20:00,2024-01-07 22:20:00,On-Time,DFW,DFW
9070,2024-01-07 20:40:00,2024-01-07 22:40:00,2024-01-07 20:30:00,2024-01-07 22:30:00,On-Time,ORD,ORD
9666,2024-01-07 20:50:00,2024-01-07 22:50:00,2024-01-07 20:40:00,2024-01-07 22:40:00,On-Time,JFK,DFW
9609,2024-01-07 21:00:00,2024-01-07 23:00:00,2024-01-07 20:50:00,2024-01-07 22:50:00,On-Time,ATL,LAX
7490,2024-01-07 21:10:00,2024-01-07 23:10:00,2024-01-07 21:00:00,2024-01-07 23:00:00,Delayed,ORD,ORD
4600,2024-01-07 21:20:00,2024-01-07 23:20:00,2024-01-07 21:10:00,2024-01-07 23:10:00,On-Time,DFW,DFW
7783,2024-01-07 21:30:00,2024-01-07 23:30:00,2024-01-07 21:20:00,2024-01-07 23:20:00,On-Time,JFK,ORD
5971,2024-01-07 21:40:00,2024-01-07 23:40:00,2024-01-07 21:30:00,2024-01-07 23:30:00,On-Time,LAX,ORD
2205,2024-01-07 21:50:00,2024-01-07 23:50:00,2024-01-07 21:40:00,2024-01-07 23:40:00,Delayed,LAX,DFW
2990,2024-01-07 22:00:00,2024-01-08 00:00:00,2024-01-07 21:50:00,2024-01-07 23:50:00,Delayed,DFW,DFW
6299,2024-01-07 22:10:00,2024-01-08 00:10:00,2024-01-07 22:00:00,2024-01-08 00:00:00,On-Time,JFK,JFK
4572,2024-01-07 22:20:00,2024-01-08 00:20:00,2024-01-07 22:10:00,2024-01-08 00:10:00,Delayed,ATL,ORD
6975,2024-01-07 22:30:00,2024-01-08 00:30:00,2024-01-07 22:20:00,2024-01-08 00:20:00,On-Time,ORD,ATL
7320,2024-01-07 22:40:00,2024-01-08 00:40:00,2024-01-07 22:30:00,2024-01-08 00:30:00,On-Time,JFK,ORD
5380,2024-01-07 22:50:00,2024-01-08 00:50:00,2024-01-07 22:40:00,2024-01-08 00:40:00,Delayed,LAX,ORD
5757,2024-01-07 23:00:00,2024-01-08 01:00:00,2024-01-07 22:50:00,2024-01-08 00:50:00,Delayed,DFW,DFW
3713,2024-01-07 23:10:00,2024-01-08 01:10:00,2024-01-07 23:00:00,2024-01-08 01:00:00,On-Time,DFW,ORD
6588,2024-01-07 23:20:00,2024-01-08 01:20:00,2024-01-07 23:10:00,2024-01-08 01:10:00,On-Time,ORD,ORD
1966,2024-01-07 23:30:00,2024-01-08 01:30:00,2024-01-07 23:20:00,2024-01-08 01:20:00,On-Time,DFW,ATL
5944,2024-01-07 23:40:00,2024-01-08 01:40:00,2024-01-07 23:30:00,2024-01-08 01:30:00,Delayed,DFW,DFW
4432,2024-01-07 23:50:00,2024-01-08 01:50:00,2024-01-07 23:40:00,2024-01-08 01:40:00,On-Time,JFK,ORD
1688,2024-01-08 00:00:00,2024-01-08 02:00:00,2024-01-07 23:50:00,2024-01-08 01:50:00,On-Time,ATL,LAX
5243,2024-01-08 00:10:00,2024-01-08 02:10:00,2024-01-08 00:00:00,2024-01-08 02:00:00,On-Time,ORD,JFK
4701,2024-01-08 00:20:00,2024-01-08 02:20:00,2024-01-08 00:10:00,2024-01-08 02:10:00,On-Time,JFK,ATL
9533,2024-01-08 00:30:00,2024-01-08 02:30:00,2024-01-08 00:20:00,2024-01-08 02:20:00,On-Time,ATL,ORD
6182,2024-01-08 00:40:00,2024-01-08 02:40:00,2024-01-08 00:30:00,2024-01-08 02:30:00,Delayed,JFK,LAX
7704,2024-01-08 00:50:00,2024-01-08 02:50:00,2024-01-08 00:40:00,2024-01-08 02:40:00,On-Time,JFK,ORD
5422,2024-01-08 01:00:00,2024-01-08 03:00:00,2024-01-08 00:50:00,2024-01-08 02:50:00,On-Time,DFW,ORD
2759,2024-01-08 01:10:00,2024-01-08 03:10:00,2024-01-08 01:00:00,2024-01-08 03:00:00,On-Time,ATL,DFW
3482,2024-01-08 01:20:00,2024-01-08 03:20:00,2024-01-08 01:10:00,2024-01-08 03:10:00,Delayed,ORD,DFW
9058,2024-01-08 01:30:00,2024-01-08 03:30:00,2024-01-08 01:20:00,2024-01-08 03:20:00,On-Time,ORD,DFW
1951,2024-01-08 01:40:00,2024-01-08 03:40:00,2024-01-08 01:30:00,2024-01-08 03:30:00,On-Time,ATL,LAX
9914,2024-01-08 01:50:00,2024-01-08 03:50:00,2024-01-08 01:40:00,2024-01-08 03:40:00,Delayed,DFW,ORD
3079,2024-01-08 02:00:00,2024-01-08 04:00:00,2024-01-08 01:50:00,2024-01-08 03:50:00,Delayed,LAX,JFK
3717,2024-01-08 02:10:00,2024-01-08 04:10:00,2024-01-08 02:00:00,2024-01-08 04:00:00,Delayed,JFK,ATL
5524,2024-01-08 02:20:00,2024-01-08 04:20:00,2024-01-08 02:10:00,2024-01-08 04:10:00,Delayed,DFW,DFW
9477,2024-01-08 02:30:00,2024-01-08 04:30:00,2024-01-08 02:20:00,2024-01-08 04:20:00,On-Time,ATL,DFW
8311,2024-01-08 02:40:00,2024-01-08 04:40:00,2024-01-08 02:30:00,2024-01-08 04:30:00,Delayed,JFK,ORD
8186,2024-01-08 02:50:00,2024-01-08 04:50:00,2024-01-08 02:40:00,2024-01-08 04:40:00,On-Time,ORD,ORD
3065,2024-01-08 03:00:00,2024-01-08 05:00:00,2024-01-08 02:50:00,2024-01-08 04:50:00,Delayed,LAX,LAX
1768,2024-01-08 03:10:00,2024-01-08 05:10:00,2024-01-08 03:00:00,2024-01-08 05:00:00,Delayed,ORD,LAX
6490,2024-01-08 03:20:00,2024-01-08 05:20:00,2024-01-08 03:10:00,2024-01-08 05:10:00,Delayed,ATL,DFW
7645,2024-01-08 03:30:00,2024-01-08 05:30:00,2024-01-08 03:20:00,2024-01-08 05:20:00,On-Time,JFK,ORD
6083,2024-01-08 03:40:00,2024-01-08 05:40:00,2024-01-08 03:30:00,2024-01-08 05:30:00,On-Time,ATL,JFK
6232,2024-01-08 03:50:00,2024-01-08 05:50:00,2024-01-08 03:40:00,2024-01-08 05:40:00,On-Time,JFK,ATL
6797,2024-01-08 04:00:00,2024-01-08 06:00:00,2024-01-08 03:50:00,2024-01-08 05:50:00,Delayed,DFW,ORD
5926,2024-01-08 04:10:00,2024-01-08 06:10:00,2024-01-08 04:00:00,2024-01-08 06:00:00,Delayed,LAX,ORD
7016,2024-01-08 04:20:00,2024-01-08 06:20:00,2024-01-08 04:10:00,2024-01-08 06:10:00,On-Time,DFW,LAX
4335,2024-01-08 04:30:00,2024-01-08 06:30:00,2024-01-08 04:20:00,2024-01-08 06:20:00,On-Time,DFW,ATL
